<Header>
User name: CF
Location: laboratory
# of Location: 1
Model: 1.109
Serial No.: 9G050007
Firmware revision: 12.30E
Software revision: 7-1 Rev XII (27-02-2019)
Unit: ug/m3
C-factor: 1,00
Comment: test room aerosol conditions
online data
<Data>
[d&t31.12.2035 11:50:55]	PM10 [ug/m3]	PM2,5 [ug/m3]	PM1 [ug/m3]	Inhalable [ug/m3]	Thoracic [ug/m3]	Alveolic [ug/m3]
14.08.2025 14:48:41	0,5	0,5	0,4	0,5	0,5	0,5
14.08.2025 14:48:47	31,0	0,9	0,4	46,6	35,6	2,7
14.08.2025 14:48:53	18,2	1,7	0,5	21,5	20,5	6,7
14.08.2025 14:48:59	107,4	1,0	0,5	1330,5	146,2	2,0
14.08.2025 14:49:05	14,6	0,9	0,4	1081,1	47,4	3,8
14.08.2025 14:49:11	4,7	1,8	0,6	5,0	5,0	4,0
14.08.2025 14:49:17	14,2	0,6	0,4	17,2	16,2	3,4
14.08.2025 14:49:23	6,0	0,5	0,4	6,6	6,6	3,2
14.08.2025 14:49:29	7,2	1,2	0,4	7,9	7,8	4,3
14.08.2025 14:49:35	56,7	1,5	0,5	708,6	99,0	6,5
14.08.2025 14:49:41	4,3	0,6	0,3	924,5	36,8	0,7
14.08.2025 14:49:47	5,2	1,1	0,5	925,5	37,8	1,6
14.08.2025 14:49:53	4,4	0,8	0,5	924,6	36,9	0,8
14.08.2025 14:49:59	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 14:50:05	0,3	0,3	0,2	0,3	0,3	0,3
14.08.2025 14:50:11	12,1	1,1	0,4	645,5	48,0	1,2
14.08.2025 14:50:17	10,8	1,1	0,4	787,9	45,3	2,9
14.08.2025 14:50:23	0,6	0,6	0,2	0,6	0,6	0,6
14.08.2025 14:50:29	34,4	1,6	0,4	2365,9	138,0	8,4
14.08.2025 14:50:35	1,4	1,0	0,3	1,5	1,5	1,4
14.08.2025 14:50:41	6,5	1,0	0,4	7,1	7,1	3,7
14.08.2025 14:50:47	53,4	0,2	0,2	133,2	57,4	0,7
14.08.2025 14:50:53	8,6	0,8	0,3	785,4	42,8	1,3
14.08.2025 14:50:59	32,9	1,5	0,4	959,1	69,4	7,7
14.08.2025 14:51:05	67,1	0,3	0,3	149,9	73,1	3,7
14.08.2025 14:51:11	0,7	0,7	0,3	0,7	0,7	0,7
14.08.2025 14:51:17	25,8	0,2	0,2	2212,6	129,9	0,3
14.08.2025 14:51:23	1,7	1,3	0,4	1,8	1,8	1,7
14.08.2025 14:51:29	0,3	0,3	0,2	0,3	0,3	0,3
14.08.2025 14:51:35	11,2	0,8	0,2	12,3	12,2	7,0
14.08.2025 14:51:41	24,2	0,5	0,3	371,4	63,9	3,2
14.08.2025 14:51:47	53,9	0,7	0,4	133,7	57,9	1,3
14.08.2025 14:51:53	7,6	0,3	0,2	784,3	41,7	0,3
14.08.2025 14:51:59	0,3	0,3	0,2	0,3	0,3	0,3
14.08.2025 14:52:05	0,7	0,7	0,3	0,7	0,7	0,7
14.08.2025 14:52:11	1,1	1,1	0,4	1,2	1,2	1,2
14.08.2025 14:52:17	0,3	0,3	0,3	0,3	0,3	0,3
14.08.2025 14:52:23	2,9	0,5	0,2	3,1	3,1	2,2
14.08.2025 14:52:29	13,9	0,3	0,2	16,9	15,9	3,1
14.08.2025 14:52:35	0,3	0,3	0,3	0,3	0,3	0,3
14.08.2025 14:52:41	20,4	1,7	0,4	1430,7	90,5	2,3
14.08.2025 14:52:47	8,2	0,9	0,4	785,0	42,4	0,9
14.08.2025 14:52:53	20,0	1,3	0,4	1430,2	90,0	1,8
14.08.2025 14:52:59	72,9	1,0	0,4	1562,8	147,0	2,0
14.08.2025 14:53:05	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 14:53:11	0,6	0,6	0,2	0,6	0,6	0,6
14.08.2025 14:53:17	7,5	0,2	0,2	784,3	41,7	0,3
14.08.2025 14:53:23	2,2	1,3	0,3	2,4	2,4	2,2
14.08.2025 14:53:29	0,6	0,6	0,3	0,7	0,7	0,7
14.08.2025 14:53:35	0,6	0,6	0,4	0,6	0,6	0,6
14.08.2025 14:53:41	0,7	0,7	0,3	0,7	0,7	0,7
14.08.2025 14:53:47	0,5	0,5	0,1	0,5	0,5	0,5
14.08.2025 14:53:53	64,7	0,6	0,2	777,8	104,6	1,1
14.08.2025 14:53:59	18,5	0,3	0,3	365,1	57,7	0,4
14.08.2025 14:54:05	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 14:54:11	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:54:17	0,4	0,4	0,3	0,4	0,4	0,4
14.08.2025 14:54:23	53,5	0,3	0,3	133,3	57,5	0,8
14.08.2025 14:54:29	8,2	1,7	0,3	8,9	8,9	5,3
14.08.2025 14:54:35	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 14:54:41	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 14:54:47	7,5	0,2	0,1	784,3	41,7	0,3
14.08.2025 14:54:53	0,2	0,2	0,1	0,2	0,2	0,2
14.08.2025 14:54:59	32,5	2,4	0,4	2076,2	138,5	3,4
14.08.2025 14:55:05	54,0	0,9	0,3	133,8	58,1	1,4
14.08.2025 14:55:11	12,5	1,1	0,4	646,0	48,4	1,6
14.08.2025 14:55:17	0,4	0,4	0,3	0,4	0,4	0,4
14.08.2025 14:55:23	64,3	0,6	0,2	763,4	146,5	6,4
14.08.2025 14:55:29	2,8	0,3	0,1	3,0	3,0	2,1
14.08.2025 14:55:35	5,3	1,9	0,3	5,6	5,6	4,5
14.08.2025 14:55:41	0,7	0,7	0,3	0,7	0,7	0,7
