<Header>
User name: 
Location: airlock
# of Location: 3
Model: 1.109
Serial No.: 9G070015
Firmware revision: 12.30E
Software revision: 1178 V8-26 (18--12-2023)
Unit: ug/m3
C-factor: 1,00
Comment: test room aersol conditions
online data
<Data>
[d&t31.12.2035 11:50:55]	PM10 [ug/m3]	PM2,5 [ug/m3]	PM1 [ug/m3]	Inhalable [ug/m3]	Thoracic [ug/m3]	Alveolic [ug/m3]
14.08.2025 14:42:50	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:42:56	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:43:02	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:43:08	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:43:14	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:43:20	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:43:26	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:43:32	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 14:43:38	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:43:44	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:43:50	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:43:56	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:44:02	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:44:08	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 14:44:14	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:44:20	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:44:26	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:44:32	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:44:38	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:44:44	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:44:50	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:44:56	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:45:02	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:45:08	0,8	0,7	0,1	0,8	0,8	0,7
14.08.2025 14:45:14	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:45:20	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:45:26	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:45:32	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:45:38	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:45:44	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 14:45:50	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 14:45:56	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:46:02	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:46:08	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:46:14	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:46:20	0,3	0,3	0,3	0,3	0,3	0,3
14.08.2025 14:46:26	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:46:32	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:46:38	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:46:44	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:46:50	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:46:56	0,0	0,0	0,0	0,0	0,0	0,0
14.08.2025 14:47:02	0,2	0,2	0,2	0,2	0,2	0,2
14.08.2025 14:47:08	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:47:14	0,2	0,2	0,1	0,2	0,2	0,2
14.08.2025 14:47:20	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:47:26	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:47:32	0,1	0,1	0,1	0,1	0,1	0,1
14.08.2025 14:47:38	0,1	0,1	0,1	0,1	0,1	0,1
