<Header>
User name: CF
Location: laboratory
# of Location: 1
Model: 1.109
Serial No.: 9G050007
Firmware revision: 12.30E
Software revision: 7-1 Rev XII (27-02-2019)
Unit: ug/m3
C-factor: 1,00
Comment: test run 1. background, 2. aircleaner, 3. leakage
online data
<Data>
[d&t31.12.2035 11:50:55]	PM10 [ug/m3]	PM2,5 [ug/m3]	PM1 [ug/m3]	Inhalable [ug/m3]	Thoracic [ug/m3]	Alveolic [ug/m3]
31.07.2025 13:18:33	4,5	3,0	1,9	4,5	4,5	3,6
31.07.2025 13:19:33	5,9	3,4	2,0	8,1	6,4	4,0
31.07.2025 13:20:33	5,3	3,3	2,1	5,3	5,2	4,0
31.07.2025 13:21:33	5,0	3,6	2,1	5,0	5,0	4,1
31.07.2025 13:22:33	6,0	3,6	2,1	6,0	5,8	4,2
31.07.2025 13:23:33	6,5	3,7	2,0	6,5	6,4	4,7
31.07.2025 13:24:33	4,7	3,4	2,0	4,7	4,7	4,0
31.07.2025 13:25:33	5,4	3,0	2,0	5,4	5,2	3,5
31.07.2025 13:26:33	5,4	3,2	1,9	5,4	5,3	3,8
31.07.2025 13:27:33	4,9	3,0	2,0	4,9	4,6	3,2
31.07.2025 13:28:33	3,6	2,7	2,0	3,6	3,6	3,1
31.07.2025 13:29:33	5,8	3,8	2,1	5,8	5,6	4,3
31.07.2025 13:30:33	4,8	3,0	2,0	4,8	4,8	3,7
31.07.2025 13:31:33	4,0	3,0	1,9	4,0	4,0	3,4
31.07.2025 13:32:33	5,1	3,5	1,9	5,1	5,0	4,0
31.07.2025 13:33:33	5,0	3,1	1,9	5,0	5,0	3,9
31.07.2025 13:34:33	4,5	3,5	2,0	4,5	4,5	3,9
31.07.2025 13:35:33	5,1	3,2	2,0	5,2	5,0	3,7
31.07.2025 13:36:33	5,9	3,2	2,0	5,9	5,7	4,0
31.07.2025 13:37:33	5,9	3,2	1,9	5,9	5,7	3,9
31.07.2025 13:38:33	4,5	3,2	2,0	4,5	4,5	3,7
31.07.2025 13:39:33	4,0	3,0	1,9	4,0	3,9	3,3
31.07.2025 13:40:33	5,0	3,4	1,9	5,0	5,0	4,0
31.07.2025 13:41:33	4,1	3,0	1,9	4,1	4,1	3,3
31.07.2025 13:42:33	4,3	3,0	2,0	4,3	4,2	3,5
31.07.2025 13:43:33	4,5	3,1	1,9	4,5	4,5	3,5
31.07.2025 13:44:33	3,8	2,8	1,9	3,8	3,8	3,2
31.07.2025 13:45:33	4,1	3,0	1,9	4,1	4,1	3,4
31.07.2025 13:46:33	3,6	3,0	1,9	3,6	3,6	3,2
31.07.2025 13:47:33	5,3	3,5	1,9	5,3	5,3	4,3
31.07.2025 13:48:33	4,5	3,0	2,0	4,5	4,5	3,5
31.07.2025 13:49:33	4,0	2,9	2,0	4,0	3,9	3,2
31.07.2025 13:50:33	4,5	2,7	1,9	4,6	4,3	3,1
31.07.2025 13:51:33	3,6	2,9	1,9	3,6	3,6	3,1
31.07.2025 13:52:33	5,0	2,9	1,8	5,0	4,8	3,3
31.07.2025 13:53:33	3,9	3,2	1,9	3,9	3,9	3,5
31.07.2025 13:54:33	4,3	3,1	1,9	4,3	4,3	3,6
31.07.2025 13:55:33	3,5	2,6	1,9	3,5	3,5	3,0
31.07.2025 13:56:33	4,0	3,1	1,9	4,0	4,0	3,4
31.07.2025 13:57:33	4,0	2,9	1,8	4,0	3,9	3,3
31.07.2025 13:58:33	4,0	2,9	1,9	4,0	4,0	3,3
31.07.2025 13:59:33	3,9	2,9	1,8	3,9	3,9	3,3
31.07.2025 14:00:33	3,8	2,7	1,9	3,8	3,7	3,0
31.07.2025 14:01:33	4,0	2,7	1,9	4,0	4,0	3,1
31.07.2025 14:02:33	4,2	2,6	1,8	4,2	4,0	2,9
31.07.2025 14:03:33	3,6	2,6	1,9	3,6	3,6	3,0
31.07.2025 14:04:33	3,9	2,9	1,8	3,9	3,9	3,2
31.07.2025 14:05:33	3,9	2,8	1,8	3,9	3,9	3,3
31.07.2025 14:06:33	3,8	3,0	1,9	3,8	3,8	3,3
31.07.2025 14:07:33	3,1	2,5	1,9	3,1	3,1	2,7
31.07.2025 14:08:33	3,6	2,7	1,8	3,6	3,5	2,9
31.07.2025 14:09:33	3,6	2,8	1,9	3,6	3,6	3,1
31.07.2025 14:10:33	4,0	3,2	1,8	4,0	4,0	3,5
31.07.2025 14:11:33	3,9	2,7	1,8	3,9	3,9	3,2
31.07.2025 14:12:33	4,2	2,6	1,8	4,3	4,1	3,1
31.07.2025 14:13:33	3,9	2,7	1,8	3,9	3,8	3,1
31.07.2025 14:14:33	3,3	2,5	1,8	3,3	3,3	2,8
31.07.2025 14:15:33	3,1	2,6	1,8	3,1	3,1	2,8
31.07.2025 14:16:33	3,6	2,8	1,8	3,6	3,6	3,1
31.07.2025 14:17:33	3,1	2,7	1,8	3,1	3,1	2,8
31.07.2025 14:18:33	4,0	2,8	1,8	4,0	3,9	3,1
31.07.2025 14:19:33	3,8	2,9	1,8	3,8	3,8	3,3
31.07.2025 14:20:33	3,7	2,7	1,8	3,7	3,7	3,0
31.07.2025 14:21:33	4,5	3,0	1,8	4,5	4,4	3,4
31.07.2025 14:22:33	3,1	2,5	1,8	3,1	3,1	2,7
31.07.2025 14:23:33	3,3	2,6	1,8	3,3	3,2	2,8
31.07.2025 14:24:33	3,0	2,6	1,7	3,0	3,0	2,8
31.07.2025 14:25:33	3,7	2,7	1,7	3,7	3,7	3,1
31.07.2025 14:26:33	2,8	2,3	1,7	2,8	2,8	2,5
31.07.2025 14:27:33	3,1	2,4	1,8	3,1	3,1	2,6
31.07.2025 14:28:33	3,2	2,6	1,7	3,2	3,2	2,8
31.07.2025 14:29:33	3,4	2,8	1,8	3,4	3,4	3,0
31.07.2025 14:30:33	4,5	2,5	1,7	4,5	4,4	3,0
31.07.2025 14:31:33	2,7	2,5	1,8	2,7	2,7	2,6
31.07.2025 14:32:33	2,9	2,6	1,8	2,9	2,9	2,7
31.07.2025 14:33:33	3,4	2,7	1,8	3,4	3,4	3,0
31.07.2025 14:34:33	3,7	2,5	1,7	3,7	3,6	2,9
31.07.2025 14:35:33	3,3	2,5	1,7	3,3	3,2	2,8
31.07.2025 14:36:33	3,8	3,0	1,8	3,8	3,7	3,3
31.07.2025 14:37:33	3,3	2,7	1,8	3,3	3,3	3,0
31.07.2025 14:38:33	3,5	2,6	1,7	3,5	3,4	2,9
31.07.2025 14:39:33	3,3	2,3	1,7	3,3	3,3	2,6
31.07.2025 14:40:33	3,1	2,4	1,7	3,1	3,1	2,7
31.07.2025 14:41:33	2,5	2,3	1,7	2,5	2,5	2,4
31.07.2025 14:42:33	2,6	2,4	1,7	2,6	2,6	2,5
31.07.2025 14:43:33	2,8	2,4	1,7	2,8	2,8	2,6
31.07.2025 14:44:33	2,6	2,2	1,7	2,6	2,6	2,4
31.07.2025 14:45:33	3,0	2,4	1,7	3,0	3,0	2,6
31.07.2025 14:46:33	3,1	2,7	1,7	3,1	3,1	2,9
31.07.2025 14:47:33	2,5	2,1	1,6	2,5	2,5	2,3
31.07.2025 14:48:33	3,1	2,7	1,7	3,1	3,1	2,9
31.07.2025 14:49:33	3,1	2,7	1,7	3,1	3,1	2,9
31.07.2025 14:50:33	3,3	2,6	1,7	3,3	3,2	2,8
31.07.2025 14:51:33	3,1	2,7	1,7	3,1	3,1	2,8
31.07.2025 14:52:33	2,8	2,4	1,7	2,8	2,8	2,6
31.07.2025 14:53:33	3,3	2,5	1,7	3,3	3,3	2,8
31.07.2025 14:54:33	2,8	2,4	1,7	2,8	2,8	2,5
31.07.2025 14:55:33	3,2	2,5	1,7	3,2	3,2	2,8
31.07.2025 14:56:33	4,2	2,6	1,7	4,2	4,1	3,1
31.07.2025 14:57:33	2,8	2,4	1,7	2,8	2,8	2,6
31.07.2025 14:58:33	3,0	2,5	1,7	3,0	3,0	2,7
31.07.2025 14:59:33	2,5	2,1	1,7	2,5	2,5	2,2
31.07.2025 15:00:33	3,0	2,5	1,7	3,0	3,0	2,7
31.07.2025 15:01:33	2,5	2,3	1,6	2,5	2,5	2,4
31.07.2025 15:02:33	2,9	2,4	1,7	2,9	2,9	2,6
31.07.2025 15:03:33	2,6	2,4	1,6	2,6	2,6	2,5
31.07.2025 15:04:33	2,1	2,0	1,6	2,1	2,1	2,1
31.07.2025 15:05:33	2,5	2,2	1,6	2,5	2,5	2,4
31.07.2025 15:06:33	2,1	2,0	1,6	2,1	2,1	2,0
31.07.2025 15:07:33	2,8	2,4	1,7	2,8	2,8	2,5
31.07.2025 15:08:33	2,6	2,2	1,7	2,6	2,6	2,3
31.07.2025 15:09:33	2,8	2,3	1,6	2,8	2,8	2,5
31.07.2025 15:10:33	3,4	2,4	1,7	3,4	3,3	2,6
31.07.2025 15:11:33	2,8	2,4	1,6	2,8	2,8	2,6
31.07.2025 15:12:33	2,4	2,2	1,6	2,4	2,4	2,3
31.07.2025 15:13:33	2,9	2,3	1,6	2,9	2,9	2,5
31.07.2025 15:14:33	2,5	2,1	1,6	2,5	2,5	2,3
31.07.2025 15:15:33	2,3	2,2	1,6	2,3	2,3	2,2
31.07.2025 15:16:33	2,8	2,3	1,7	2,8	2,8	2,5
31.07.2025 15:17:33	2,5	2,3	1,6	2,5	2,5	2,4
31.07.2025 15:18:33	2,5	2,2	1,6	2,5	2,5	2,3
31.07.2025 15:19:33	3,0	2,6	1,7	3,0	3,0	2,8
31.07.2025 15:20:33	2,4	2,1	1,6	2,4	2,4	2,2
31.07.2025 15:21:33	2,4	2,1	1,6	2,4	2,4	2,2
31.07.2025 15:22:33	2,8	2,6	1,6	2,8	2,8	2,7
31.07.2025 15:23:33	2,6	2,1	1,6	2,6	2,6	2,3
31.07.2025 15:24:33	2,9	2,4	1,6	2,9	2,9	2,6
31.07.2025 15:25:33	2,6	2,2	1,6	2,6	2,6	2,4
31.07.2025 15:26:33	2,4	2,1	1,6	2,4	2,4	2,2
31.07.2025 15:27:33	2,1	2,0	1,6	2,1	2,1	2,1
31.07.2025 15:28:33	2,7	2,1	1,6	2,7	2,6	2,2
31.07.2025 15:29:33	2,6	2,2	1,6	2,6	2,6	2,4
31.07.2025 15:30:33	2,8	2,3	1,6	2,8	2,8	2,5
31.07.2025 15:31:33	2,0	1,9	1,6	2,0	2,0	1,9
31.07.2025 15:32:33	2,9	2,3	1,6	2,9	2,9	2,5
31.07.2025 15:33:33	2,6	2,3	1,6	2,6	2,6	2,4
31.07.2025 15:34:33	2,7	2,4	1,6	2,7	2,7	2,5
31.07.2025 15:35:33	2,2	2,0	1,6	2,2	2,2	2,1
31.07.2025 15:36:33	3,2	2,4	1,6	3,2	3,2	2,7
31.07.2025 15:37:33	2,2	2,1	1,6	2,2	2,2	2,1
31.07.2025 15:38:33	2,6	2,1	1,6	2,6	2,6	2,3
31.07.2025 15:39:33	2,8	2,3	1,6	2,8	2,8	2,5
31.07.2025 15:40:33	1,8	1,8	1,5	1,8	1,8	1,8
31.07.2025 15:41:33	2,9	2,0	1,5	2,9	2,8	2,2
31.07.2025 15:42:33	3,1	2,5	1,6	3,1	3,1	2,7
31.07.2025 15:43:33	3,1	2,4	1,6	3,1	3,1	2,7
31.07.2025 15:44:33	2,3	2,1	1,6	2,3	2,3	2,2
31.07.2025 15:45:33	2,6	2,4	1,6	2,6	2,6	2,4
31.07.2025 15:46:33	2,1	2,0	1,5	2,1	2,1	2,0
31.07.2025 15:47:33	3,0	2,5	1,6	3,0	3,0	2,7
31.07.2025 15:48:33	2,6	2,1	1,5	2,6	2,6	2,3
31.07.2025 15:49:33	2,3	2,1	1,6	2,3	2,3	2,2
31.07.2025 15:50:33	2,4	2,2	1,6	2,4	2,4	2,3
31.07.2025 15:51:33	2,4	2,1	1,5	2,4	2,4	2,2
31.07.2025 15:52:33	2,6	2,2	1,6	2,6	2,6	2,3
31.07.2025 15:53:33	2,9	1,9	1,5	2,9	2,9	2,3
31.07.2025 15:54:33	3,2	2,1	1,5	3,2	3,0	2,2
31.07.2025 15:55:33	2,5	2,1	1,5	2,5	2,5	2,2
31.07.2025 15:56:33	2,2	2,0	1,5	2,2	2,2	2,1
31.07.2025 15:57:33	2,6	2,2	1,5	2,6	2,6	2,4
31.07.2025 15:58:33	2,1	1,9	1,5	2,1	2,1	2,0
31.07.2025 15:59:33	2,2	1,9	1,5	2,2	2,2	2,1
31.07.2025 16:00:33	2,4	1,9	1,5	2,4	2,4	2,0
31.07.2025 16:01:33	2,7	2,2	1,5	2,7	2,7	2,3
31.07.2025 16:02:33	2,6	2,1	1,5	2,6	2,6	2,2
31.07.2025 16:03:33	1,9	1,8	1,5	1,9	1,9	1,8
