<Header>
User name: 
Location: laboratory
# of Location: 1
Model: 1.109
Serial No.: 9G050007
Firmware revision: 12.30E
Software revision: 7-1 Rev XII (27-02-2019)
Unit: dM [ug/m3]
C-factor: 1,00
Comment: participat test
online data
<Data>
[d&t31.12.2035 11:50:55]	0,30 um	0,40 um	0,50 um	0,65 um	0,80 um	1,00 um	1,60 um	2,00 um	3,00 um	4,00 um	5,00 um	7,50 um	10,00 um	15,00 um	20,00 um
17.09.2026 10:58:46	0,65	1,09	0,91	0,96	0,65	0,75	4,76	11,70	14,59	24,81	33,24	91,20	265,89	364,80	3190,68
17.09.2026 10:58:52	0,68	0,95	1,22	1,04	0,84	0,90	3,57	4,25	17,51	12,41	33,24	0,00	398,84	510,72	2765,26
17.09.2026 10:58:58	0,64	0,81	0,94	1,14	0,65	0,90	4,76	5,32	11,67	0,00	49,85	91,20	0,00	1605,12	2765,26
17.09.2026 10:59:04	0,69	0,94	1,09	0,96	0,99	0,90	2,38	7,44	14,59	31,01	0,00	136,80	398,84	0,00	1063,56
17.09.2026 10:59:10	0,71	1,04	0,94	1,27	0,35	0,60	1,98	13,83	5,84	49,62	66,47	91,20	531,78	291,84	2339,83
17.09.2026 10:59:16	0,72	1,02	0,97	0,62	0,60	0,60	2,38	20,21	11,67	31,01	66,47	91,20	398,84	1313,28	3616,10
17.09.2026 10:59:22	0,68	0,79	0,91	1,06	0,89	0,45	2,38	10,64	2,92	80,63	33,24	0,00	531,78	1240,32	3828,82
17.09.2026 10:59:28	0,60	0,96	0,88	1,09	0,50	0,90	2,78	7,44	17,51	0,00	0,00	136,80	132,95	729,60	2127,12
17.09.2026 10:59:34	0,69	0,87	0,93	0,96	0,74	0,45	2,78	5,32	5,84	31,01	16,62	45,60	132,95	948,48	3616,10
17.09.2026 10:59:40	0,64	0,92	0,80	1,06	0,55	2,09	2,78	5,32	5,84	24,81	66,47	45,60	398,84	656,64	3403,39
17.09.2026 10:59:46	0,73	0,96	1,09	0,75	0,84	0,45	3,57	6,38	5,84	31,01	33,24	136,80	132,95	1751,05	3403,39
17.09.2026 10:59:52	0,72	0,89	1,04	0,80	0,35	1,20	2,38	12,76	5,84	6,20	0,00	0,00	398,84	583,68	3616,10
17.09.2026 10:59:58	0,69	1,06	1,16	1,17	0,60	0,75	3,18	7,44	11,67	43,42	0,00	45,60	398,84	0,00	3190,68
17.09.2026 11:00:04	0,73	1,01	0,88	1,01	0,60	0,75	3,57	9,57	5,84	6,20	49,85	45,60	0,00	2115,85	5530,51
17.09.2026 11:00:10	0,69	0,91	0,92	1,32	0,89	0,75	1,19	15,95	11,67	6,20	149,56	45,60	398,84	1240,32	3828,82
17.09.2026 11:00:16	0,71	1,01	0,97	0,78	0,69	0,90	3,18	11,70	8,76	37,22	83,09	45,60	132,95	948,48	3616,10
17.09.2026 11:00:22	0,69	0,95	0,76	0,99	0,45	0,90	2,38	9,57	2,92	24,81	49,85	182,40	132,95	948,48	3616,10
17.09.2026 11:00:28	0,64	0,99	0,92	0,93	0,60	1,20	2,38	6,38	20,43	12,41	66,47	91,20	132,95	145,92	3828,82
17.09.2026 11:00:34	0,62	0,90	0,92	1,06	0,30	1,35	3,18	5,32	5,84	18,61	83,09	45,60	265,89	218,88	2552,54
17.09.2026 11:00:40	0,60	0,94	0,85	1,14	0,65	1,35	3,57	6,38	8,76	49,62	99,71	45,60	132,95	218,88	1488,98
17.09.2026 11:00:46	0,62	0,83	1,13	1,19	1,09	0,75	3,18	7,44	11,67	18,61	33,24	45,60	132,95	510,72	3828,82
17.09.2026 11:00:52	0,74	1,05	0,83	0,93	0,65	0,90	3,57	2,13	8,76	18,61	16,62	0,00	265,89	1167,36	4041,53
17.09.2026 11:00:58	0,65	0,85	0,74	0,96	0,65	1,20	1,59	9,57	17,51	31,01	33,24	0,00	531,78	0,00	1063,56
17.09.2026 11:01:04	0,69	1,06	1,07	0,57	0,89	1,05	1,59	7,44	8,76	24,81	49,85	91,20	0,00	583,68	2552,54
17.09.2026 11:01:10	0,73	0,76	1,01	1,01	0,84	1,50	2,38	9,57	8,76	0,00	33,24	91,20	265,89	510,72	2765,26
17.09.2026 11:01:16	0,61	0,94	1,11	1,04	0,65	1,20	4,76	7,44	0,00	18,61	16,62	45,60	132,95	0,00	2127,12
17.09.2026 11:01:22	0,62	0,79	0,85	0,80	0,65	0,75	5,16	5,32	8,76	37,22	149,56	136,80	132,95	0,00	2127,12
17.09.2026 11:01:28	0,64	1,02	0,80	1,40	0,65	0,75	3,57	6,38	8,76	6,20	49,85	91,20	0,00	1313,28	3616,10
17.09.2026 11:01:34	0,64	1,02	0,70	0,99	0,50	0,75	2,78	7,44	14,59	0,00	33,24	91,20	265,89	1605,12	5955,94
17.09.2026 11:01:40	0,57	0,73	0,96	1,01	0,60	0,75	1,98	5,32	5,84	24,81	66,47	0,00	664,73	0,00	1063,56
17.09.2026 11:01:46	0,64	0,82	1,01	1,25	0,45	1,50	3,57	9,57	8,76	31,01	132,95	45,60	664,73	1021,44	6594,07
17.09.2026 11:01:52	0,65	0,85	0,78	1,04	0,69	0,30	1,98	6,38	5,84	49,62	49,85	0,00	132,95	0,00	1063,56
17.09.2026 11:01:58	0,54	0,84	0,89	0,93	0,89	1,50	3,18	5,32	14,59	18,61	83,09	45,60	265,89	583,68	2552,54
17.09.2026 11:02:04	0,52	0,97	0,71	0,88	0,50	0,75	5,16	9,57	8,76	12,41	33,24	45,60	265,89	364,80	3190,68
17.09.2026 11:02:10	0,59	0,79	0,84	0,54	0,45	0,75	1,59	6,38	11,67	24,81	83,09	45,60	531,78	1605,12	4892,38
17.09.2026 11:02:16	0,43	0,78	0,75	0,83	0,55	0,60	3,18	7,44	0,00	6,20	83,09	0,00	0,00	291,84	1276,27
17.09.2026 11:02:22	0,47	0,78	0,72	0,93	0,74	1,35	4,76	12,76	2,92	18,61	33,24	0,00	132,95	656,64	5530,51
17.09.2026 11:02:28	0,57	0,75	0,74	0,91	0,60	0,45	1,19	5,32	11,67	18,61	0,00	45,60	0,00	437,76	2977,97
17.09.2026 11:02:34	0,60	0,86	0,79	0,62	0,89	1,05	5,16	8,51	17,51	18,61	16,62	0,00	265,89	875,52	3828,82
17.09.2026 11:02:40	0,56	0,80	0,74	1,01	0,55	1,79	5,16	6,38	2,92	18,61	16,62	45,60	132,95	1824,01	5317,80
17.09.2026 11:02:46	0,52	0,56	0,62	1,01	0,35	0,30	3,57	8,51	11,67	0,00	33,24	45,60	664,73	1459,20	4254,24
17.09.2026 11:02:52	0,50	0,69	0,56	0,70	0,69	1,20	2,38	2,13	2,92	0,00	16,62	0,00	398,84	1094,40	3190,68
17.09.2026 11:02:58	0,47	0,57	0,61	0,60	0,60	0,75	1,19	1,06	8,76	18,61	33,24	91,20	265,89	729,60	4254,24
17.09.2026 11:03:04	0,48	0,56	0,72	0,49	0,40	0,60	3,57	3,19	17,51	12,41	83,09	136,80	398,84	0,00	1063,56
17.09.2026 11:03:10	0,51	0,66	0,67	0,62	0,35	0,75	1,59	9,57	2,92	6,20	66,47	0,00	398,84	1313,28	2552,54
17.09.2026 11:03:16	0,50	0,51	0,76	1,01	0,55	0,00	2,38	2,13	8,76	24,81	16,62	0,00	132,95	145,92	1701,70
17.09.2026 11:03:22	0,44	0,53	0,65	0,67	0,50	0,90	1,59	6,38	2,92	18,61	33,24	0,00	265,89	145,92	2765,26
17.09.2026 11:03:28	0,36	0,44	0,52	0,52	0,50	0,90	1,98	8,51	14,59	18,61	16,62	45,60	132,95	0,00	1063,56
17.09.2026 11:03:34	0,45	0,55	0,48	0,39	0,60	0,75	1,98	2,13	5,84	12,41	33,24	45,60	398,84	437,76	2977,97
17.09.2026 11:03:40	0,47	0,62	0,53	0,75	0,10	0,60	2,78	4,25	11,67	12,41	33,24	228,00	132,95	729,60	2127,12
17.09.2026 11:03:46	0,38	0,47	0,69	0,67	0,25	1,05	3,97	0,00	0,00	18,61	33,24	0,00	398,84	0,00	0,00
17.09.2026 11:03:52	0,32	0,60	0,62	0,80	0,45	0,75	1,98	4,25	5,84	12,41	16,62	182,40	132,95	72,96	2977,97
17.09.2026 11:03:58	0,40	0,61	0,45	0,49	0,40	0,90	1,98	3,19	5,84	12,41	33,24	45,60	132,95	437,76	1914,41
17.09.2026 11:04:04	0,32	0,50	0,39	0,34	0,25	0,45	3,18	3,19	2,92	12,41	66,47	91,20	398,84	0,00	1063,56
17.09.2026 11:04:10	0,41	0,41	0,49	0,75	0,65	0,75	2,38	5,32	5,84	6,20	16,62	45,60	265,89	0,00	3190,68
17.09.2026 11:04:16	0,42	0,47	0,44	0,65	0,40	0,45	3,57	6,38	17,51	12,41	49,85	45,60	0,00	1751,05	5530,51
17.09.2026 11:04:22	0,38	0,48	0,48	0,47	0,30	1,05	1,19	4,25	5,84	18,61	49,85	45,60	531,78	583,68	1488,98
17.09.2026 11:04:28	0,33	0,47	0,60	0,65	0,40	0,45	1,98	5,32	2,92	12,41	16,62	45,60	398,84	0,00	1063,56
17.09.2026 11:04:34	0,38	0,49	0,41	0,80	0,20	1,05	1,59	9,57	8,76	24,81	33,24	0,00	398,84	437,76	850,85
17.09.2026 11:04:40	0,37	0,50	0,41	0,57	0,30	0,45	1,98	5,32	11,67	6,20	16,62	0,00	265,89	364,80	2127,12
17.09.2026 11:04:46	0,34	0,43	0,52	0,73	0,45	1,20	2,38	8,51	2,92	12,41	16,62	45,60	0,00	145,92	2765,26
17.09.2026 11:04:52	0,30	0,47	0,27	0,67	0,20	0,60	2,38	3,19	5,84	6,20	66,47	0,00	797,67	0,00	0,00
17.09.2026 11:04:58	0,35	0,39	0,43	0,62	0,30	0,45	2,38	4,25	8,76	0,00	49,85	0,00	265,89	583,68	1488,98
17.09.2026 11:05:04	0,35	0,47	0,47	0,49	0,15	0,45	2,38	6,38	11,67	18,61	0,00	136,80	0,00	948,48	3616,10
17.09.2026 11:05:10	0,40	0,56	0,47	0,60	0,40	0,60	2,38	2,13	2,92	12,41	16,62	0,00	132,95	1313,28	2552,54
17.09.2026 11:05:16	0,38	0,50	0,41	0,54	0,30	0,75	1,59	4,25	5,84	0,00	49,85	91,20	265,89	291,84	2339,83
17.09.2026 11:05:22	0,32	0,43	0,43	0,36	0,55	0,30	0,40	1,06	5,84	6,20	33,24	91,20	265,89	1094,40	2127,12
17.09.2026 11:05:28	0,36	0,41	0,52	0,49	0,55	0,60	2,38	3,19	8,76	24,81	16,62	136,80	265,89	145,92	2765,26
17.09.2026 11:05:34	0,31	0,38	0,45	0,31	0,25	0,30	0,79	1,06	5,84	0,00	66,47	91,20	0,00	291,84	1276,27
17.09.2026 11:05:40	0,35	0,44	0,30	0,52	0,25	0,90	1,59	5,32	2,92	6,20	0,00	0,00	132,95	0,00	1063,56
17.09.2026 11:05:46	0,25	0,38	0,38	0,52	0,25	0,90	1,98	7,44	5,84	0,00	83,09	45,60	398,84	0,00	2127,12
17.09.2026 11:05:52	0,29	0,33	0,36	0,34	0,45	0,60	1,59	5,32	0,00	12,41	83,09	0,00	132,95	0,00	1063,56
17.09.2026 11:05:58	0,34	0,47	0,44	0,39	0,15	0,15	2,38	5,32	8,76	12,41	49,85	0,00	398,84	1094,40	2127,12
17.09.2026 11:06:04	0,34	0,33	0,41	0,67	0,40	0,75	2,38	6,38	5,84	18,61	16,62	91,20	398,84	72,96	850,85
17.09.2026 11:06:10	0,40	0,35	0,40	0,42	0,35	0,45	2,78	9,57	5,84	12,41	0,00	45,60	132,95	145,92	1701,70
17.09.2026 11:06:16	0,27	0,40	0,41	0,36	0,35	0,90	3,57	2,13	11,67	6,20	0,00	0,00	0,00	0,00	1063,56
17.09.2026 11:06:22	0,25	0,33	0,34	0,34	0,30	0,45	2,78	3,19	5,84	37,22	0,00	0,00	0,00	0,00	1063,56
