Datensatz 1:Zeit(s),Datensatz 1:Kraft(N),Datensatz 1:Force 2(N)
295,13.413887023925781,10.071098327636719
295.5,11.035186767578125,8.5559844970703125
296,8.81744384765625,7.0280990600585938
296.5,7.4121932983398438,6.1389541625976562
297,6.454071044921875,5.5615234375
297.5,5.9916152954101562,4.8461227416992188
298,5.83831787109375,3.8471221923828125
298.5,5.4550628662109375,3.2134780883789062
299,6.0887069702148438,4.0770721435546875
299.5,7.9819564819335938,6.35357666015625
300,8.8992080688476562,7.761383056640625
300.5,8.7101364135742188,8.17529296875
301,8.5644989013671875,7.0536422729492188
301.5,7.7443466186523438,5.2983627319335938
302,6.3212127685546875,5.3264694213867188
302.5,6.9855117797851562,7.3985671997070312
303,8.3038864135742188,8.2417221069335938
303.5,8.2425689697265625,6.9846572875976562
304,7.6344757080078125,6.0648574829101562
304.5,6.7964401245117188,5.2728118896484375
305,5.8970794677734375,4.7822494506835938
305.5,5.39630126953125,4.542083740234375
306,5.5240478515625,4.6570587158203125
306.5,5.5623779296875,5.341796875
307,6.0529327392578125,7.1430740356445312
307.5,6.7530059814453125,9.1155319213867188
308,6.3595352172851562,8.1880645751953125
308.5,5.9609527587890625,6.3229141235351562
309,6.5792617797851562,7.0587539672851562
309.5,7.097930908203125,8.5764236450195312
310,6.5026168823242188,7.7179489135742188
310.5,5.6977920532226562,5.6611709594726562
311,6.7248992919921875,7.1021881103515625
311.5,10.207366943359375,10.523338317871094
312,14.568748474121094,12.355270385742188
312.5,16.050647735595703,13.093666076660156
313,11.972869873046875,11.678192138671875
313.5,7.281890869140625,8.0424270629882812
314,5.7207870483398438,4.8921127319335938
314.5,4.9108505249023438,3.5277481079101562
315,4.8035430908203125,4.1971588134765625
315.5,6.60992431640625,7.439453125
316,9.2747879028320312,11.159530639648438
316.5,11.155265808105469,13.4002685546875
317,12.156829833984375,14.606224060058594
317.5,10.973861694335938,11.644981384277344
318,8.4904022216796875,6.5809707641601562
318.5,7.5552749633789062,3.7193679809570312
319,7.759674072265625,1.892547607421875
319.5,7.7443466186523438,0.7019195556640625
320,7.3713150024414062,0.06316375732421875
320.5,6.783660888671875,-0.056915283203125
321,7.1924667358398438,-0.09268951416015625
321.5,7.3074417114257812,-0.08502197265625
322,5.8434219360351562,0.17813873291015625
322.5,5.21234130859375,0.7427978515625
323,5.5291595458984375,0.94464111328125
323.5,5.9916152954101562,0.3978729248046875
324,7.8925323486328125,1.0315093994140625
324.5,21.237297058105469,5.4746551513671875
325,49.508373260498047,10.14263916015625
325.5,72.406280517578125,10.84271240234375
326,77.825439453125,7.9427871704101562
326.5,55.8958740234375,3.07806396484375
327,32.709247589111328,0.39531707763671875
327.5,26.2757568359375,0.24712371826171875
328,19.625095367431641,0.346771240234375
328.5,15.874355316162109,0.42852783203125
329,14.032196044921875,0.63037872314453125
329.5,13.296356201171875,0.778564453125
330,13.487983703613281,0.81689453125
330.5,14.11651611328125,0.79900360107421875
331,14.857467651367188,0.74535369873046875
331.5,18.633754730224609,0.85521697998046875
332,19.111537933349609,0.89609527587890625
332.5,12.603950500488281,1.03662109375
333,7.2665557861328125,1.4530868530273438
333.5,10.424537658691406,2.646270751953125
334,29.295768737792969,8.2008438110351562
334.5,43.028892517089844,7.0536422729492188
335,25.325298309326172,1.0749435424804688
335.5,8.8992080688476562,0.94719696044921875
336,9.6299362182617188,1.7213592529296875
336.5,8.1199264526367188,2.4725341796875
337,6.42596435546875,2.462310791015625
337.5,6.5511627197265625,3.0678482055664062
338,7.38153076171875,4.4884262084960938
338.5,7.7801132202148438,6.0853042602539062
339,7.4428558349609375,7.0204315185546875
339.5,7.0391616821289062,6.6882781982421875
340,7.327880859375,6.07763671875
340.5,6.2445602416992188,4.4373245239257812
341,5.202117919921875,2.9809722900390625
341.5,5.9635086059570312,3.0269622802734375
342,7.2512283325195312,3.96209716796875
342.5,8.5363922119140625,5.50787353515625
343,8.1991348266601562,6.2641525268554688
343.5,7.4581832885742188,6.2564849853515625
