Datensatz 1:Zeit(s),Datensatz 1:Force 1(N),Datensatz 1:Respiration Rate 1(bpm),Datensatz 1:Force 2(N),Datensatz 1:Respiration Rate 2(bpm)
32.799999999999997,11.977127075195312,,5.8127670288085938,
32.899999999999999,12.132987976074219,,6.5767059326171875,
33,12.57244873046875,,8.2962265014648438,
33.100000000000001,13.34405517578125,,10.25335693359375,
33.200000000000003,13.837173461914062,,11.201255798339844,
33.299999999999997,13.862716674804688,,11.456756591796875,
33.399999999999999,13.74774169921875,,11.214035034179688,
33.5,13.837173461914062,,10.324897766113281,
33.600000000000001,13.67620849609375,,9.5456161499023438,
33.700000000000003,14.212753295898438,,9.7806777954101562,
33.799999999999997,14.320068359375,,10.309562683105469,
33.899999999999999,13.303176879882812,,10.552291870117188,
34,13.461585998535156,,10.536956787109375,
34.100000000000001,13.847389221191406,,10.064285278320312,
34.200000000000003,14.268966674804688,,10.100051879882812,
34.299999999999997,14.698204040527344,,11.02496337890625,
34.399999999999999,15.285858154296875,,12.141502380371094,
34.5,16.399833679199219,,13.431777954101562,
34.600000000000001,17.876625061035156,,15.465553283691406,
34.700000000000003,18.740215301513672,,17.172294616699219,
34.799999999999997,18.768321990966797,,17.412464141845703,
34.899999999999999,18.719776153564453,,16.960227966308594,
35,18.364631652832031,,16.418567657470703,
35.100000000000001,17.725879669189453,,15.125740051269531,
35.200000000000003,17.007926940917969,,13.513534545898438,
35.299999999999997,16.540359497070312,,11.799125671386719,
35.399999999999999,15.911827087402344,,9.8266677856445312,
35.5,15.3497314453125,,8.1965789794921875,
35.600000000000001,14.813179016113281,,7.023834228515625,
35.700000000000003,14.182098388671875,,6.5230560302734375,
35.799999999999997,13.635322570800781,,6.3569793701171875,
35.899999999999999,13.093666076660156,,6.160247802734375,
36,12.728302001953125,,6.0069427490234375,
36.100000000000001,12.46002197265625,,5.7948760986328125,
36.200000000000003,12.212188720703125,,5.5674819946289062,
36.299999999999997,12.043563842773438,,5.4167404174804688,
36.399999999999999,11.859603881835938,,5.2992095947265625,
36.5,11.716522216796875,,5.276214599609375,
36.600000000000001,11.593879699707031,,5.3528671264648438,
36.700000000000003,11.545333862304688,,5.4295120239257812,
36.799999999999997,11.573440551757812,,5.4014129638671875,
36.899999999999999,11.496788024902344,,5.276214599609375,
37,11.4124755859375,,5.2225570678710938,
