Date/Time	Exhale Airflow [ml/s]	DeltaTime OPC [s]	Particle 1 [counts/l]	Particle 2 [counts/l]	Particle 3 [counts/l]	Particle 4 [counts/l]	Particle 5 [counts/l]	Particle 6 [counts/l]	Particle 7 [counts/l]	Particle 8 [counts/l]	Particle 9 [counts/l]	Particle 10 [counts/l]	Particle 11 [counts/l]	Particle 12 [counts/l]	Particle 13 [counts/l]	Particle 14 [counts/l]	Particle 15 [counts/l]	Particle 16 [counts/l]	Particle Sum [counts/l]	Accumulated mass [ng]	Accumulated volume [l]	Exhale Counter [n]	Event Counter [n]	Internal Temperature [°C]	Internal Humidity [%]	Temperature too low [n]	Temperature too high [n]	Circuit Flow [ml/s]	Temperature Impactor [°C]	Temperature Reservoir [°C]	Inhale Airflow [ml/s]	Inhale Exhale Airflow [ml/s]	Volume ml]
2026-09-03 15:29:47.70	1.461652																						0					248.618011			0.019915	1.461652	5997.644957
2026-09-03 15:29:47.71	1.019672																						0					248.329636			0.019915	1.019672	5997.631077
2026-09-03 15:29:47.72	1.019672																						0					248.041245			0.019915	1.019672	5997.620143
2026-09-03 15:29:47.73	1.019672																						0					248.045959			0.001498	1.019672	5997.609947
2026-09-03 15:29:47.74	1.019672																						0					248.050659			0.001498	1.019672	5997.599750
2026-09-03 15:29:47.75	3.610377																						0					248.298569			0.001498	3.610377	5997.585235
2026-09-03 15:29:47.76	3.610377																						0					248.546478			0.001498	3.610377	5997.553449
2026-09-03 15:29:47.77	3.610377																						0					248.586105			0.016823	3.610377	5997.517346
2026-09-03 15:29:47.78	4.073721																						0					248.226624			-0.000019	4.073721	5997.480470
2026-09-03 15:29:47.79	4.073721																						0					247.841660			-0.000019	4.073721	5997.440505
2026-09-03 15:29:47.80	4.073721																						0					247.610748			0.006892	4.073721	5997.399768
2026-09-03 15:29:47.81	4.073721																						0					247.379822			0.006892	4.073721	5997.359030
2026-09-03 15:29:47.82	1.634378																						0					247.357193			0.006892	1.634378	5997.322359
2026-09-03 15:29:47.83	1.634378																						0					247.334549			0.006892	1.634378	5997.301949
2026-09-03 15:29:47.84	1.634378																						0					246.707489			0.003315	1.634378	5997.285606
2026-09-03 15:29:47.85	1.634378																						0					246.080429			0.003315	1.634378	5997.269262
2026-09-03 15:29:47.86	3.928407																						0					245.630051			0.003315	3.928407	5997.249095
2026-09-03 15:29:47.87	3.928407																						0					245.179687			0.003315	3.928407	5997.213634
2026-09-03 15:29:47.88	1.634378																						0					247.334549			0.006892	1.634378	5997.178173
2026-09-03 15:29:47.89	1.634378																						0					246.707489			0.003315	1.634378	5997.158006
2026-09-03 15:29:47.90	1.634378																						0					246.080429			0.003315	1.634378	5997.141662
2026-09-03 15:29:47.91	3.928407																						0					245.630051			0.003315	3.928407	5997.121495
2026-09-03 15:29:47.92	3.928407																						0					245.179687			0.003315	3.928407	5997.086034
2026-09-03 15:29:47.93	3.928407																						0					244.894455			-0.000648	3.928407	5997.046750
2026-09-03 15:29:47.94	3.928407																						0					244.609207			-0.000648	3.928407	5997.007466
2026-09-03 15:29:47.95	1.769042																						0					244.169922			-0.000648	1.769042	5996.971781
2026-09-03 15:29:47.96	1.769042																						0					243.730621			-0.000648	1.769042	5996.950492
2026-09-03 15:29:47.97	1.769042																						0					243.885086			0.012155	1.769042	5996.932801
2026-09-03 15:29:47.98	3.928407																						0					244.894455			-0.000648	3.928407	5996.911512
